Order Date,Region ,Total Revenue,unitsSold,Discount %
2024-02-23,LATAM,24014.6,473,10.0
2025-09-17,LATAM,27286.71,550,1.9
2025-07-10,LATAM,27237.12,583,5.7
2024-01-21,EMEA,36866.16,961,10.7
2024-08-10,APAC,37146.21,730,6.1
2024-07-12,North America,92914.03,2250,8.9
2024-11-02,North America,79245.29,1959,6.6
2025-09-04,EMEA,65945.65,1421,5.3
2025-08-01,North America,136696.1,3298,7.0
2025-09-16,North America,143365.53,3262,8.3
2024-02-14,EMEA,58997.86,1481,17.0
2025-02-13,APAC,64260.8,1384,3.5
2025-10-30,LATAM,27090.17,549,6.1
2025-02-08,APAC,58997.82,1267,6.4
2025-09-11,APAC,76714.43,1566,1.3
2025-03-30,APAC,65235.35,1360,2.2
2024-05-08,EMEA,58509.24,1154,15.9
2024-11-03,LATAM,16847.83,426,4.5
2025-11-26,North America,158653.75,3515,10.8
2024-06-07,APAC,46177.92,1078,4.6
2024-08-26,EMEA,49253.95,1172,9.5
2025-12-06,LATAM,22762.61,490,4.2
2025-06-11,LATAM,28857.57,623,12.6
2024-05-21,APAC,40892.73,918,4.2
2025-02-07,APAC,,1671,3.6
2024-10-07,APAC,44378.63,960,0.9
2024-12-31,North America,122377.41,2588,5.0
2025-10-26,EMEA,63584.48,1528,6.9
2025-03-29,EMEA,65289.34,1377,13.8
2025-03-14,APAC,66486.39,1569,9.4
2025-07-14,LATAM,25597.78,581,11.7
2025-11-17,EMEA,71757.24,1670,3.8
2024-10-15,North America,100235.28,2291,6.8
2024-09-28,North America,71036.77,1537,10.2
2025-01-18,APAC,49961.93,992,5.6
2024-02-23,APAC,40359.22,788,15.0
2025-06-03,EMEA,72905.12,1710,4.3
2025-02-18,LATAM,27497.61,557,13.3
2024-06-26,EMEA,53966.17,1148,3.0
2025-06-02,North America,150071.61,3209,5.7
2024-07-22,EMEA,53961.97,1365,10.0
2025-04-18,APAC,71274.64,1725,2.8
2025-08-28,North America,131647.83,2897,3.8
2025-09-26,North America,139044.18,3314,2.6
2025-06-09,LATAM,26924.21,679,1.7
2025-02-02,North America,103552.08,2257,8.2
2024-09-07,APAC,33279.46,677,1.9
2024-10-16,EMEA,55514.19,1271,3.4
2024-02-17,EMEA,35162.22,799,0.9
2024-06-08,EMEA,46589.64,1011,3.4
2024-02-28,APAC,41254.77,892,1.7
2025-05-22,LATAM,26911.02,705,9.3
2025-07-11,LATAM,27425.32,679,5.5
2025-07-05,APAC,67010.58,1627,17.4
2025-04-09,North America,144293.45,3064,4.3
2024-10-13,North America,76575.84,1913,7.3
2024-03-08,EMEA,53637.91,1070,8.9
2025-10-17,North America,144602.6,3087,4.9
2025-02-05,North America,125246.27,2865,6.0
2025-04-12,LATAM,23199.67,525,9.1
2024-11-23,North America,80493.25,1736,3.1
2025-08-16,APAC,65398.68,1327,10.0
2024-05-15,APAC,46253.31,917,3.4
2025-11-14,North America,148402.08,3529,6.1
2024-05-18,LATAM,16945.76,380,8.7
2025-10-01,LATAM,24520.53,541,3.3
2024-08-29,LATAM,21203.85,434,11.9
2025-02-09,EMEA,54957.63,1152,3.1
2025-07-26,North America,118649.8,2636,8.3
2024-10-12,EMEA,43161.12,873,0.9
2025-12-07,EMEA,66454.43,1614,1.6
2024-08-02,North America,86673.86,1768,5.9
2025-11-11,LATAM,25178.3,600,9.5
2024-08-22,APAC,,1138,9.1
2025-05-31,APAC,70713.21,1448,4.1
2025-03-28,North America,,3247,6.2
2025-09-23,North America,133776.87,3301,5.7
2025-01-26,LATAM,20307.59,433,7.3
2025-02-26,North America,141388.32,3170,1.6
2024-07-15,LATAM,19571.24,403,0.9
2024-02-10,LATAM,18176.03,442,14.8
2024-05-14,LATAM,24349.94,481,7.7
2025-10-28,EMEA,65321.4,1493,2.3
2024-09-08,EMEA,37557.43,914,6.6
2025-05-28,LATAM,28315.44,638,4.3
2024-03-24,APAC,33784.31,743,8.2
2024-10-14,LATAM,19789.62,507,4.8
2025-11-30,EMEA,66496.31,1499,5.8
2025-07-01,APAC,73778.36,1627,4.1
2024-08-18,APAC,38076.77,751,11.2
2025-08-26,EMEA,69776.4,1563,2.5
2024-09-11,North America,97619.72,2079,5.8
2025-06-13,LATAM,27632.13,547,4.8
2024-06-23,North America,75558.46,1503,2.4
2024-07-25,APAC,49207.92,1016,1.1
2025-12-18,LATAM,29494.17,754,5.2
2025-06-09,EMEA,74624.79,1947,10.8
2025-04-07,North America,151989.87,3864,1.2
2024-01-13,LATAM,14695.34,344,6.7
2025-03-28,LATAM,27234.43,616,3.5
2025-06-28,EMEA,59830.99,1449,5.2
2025-03-27,APAC,72183.8,1875,14.1
2025-12-28,LATAM,25083.16,520,5.9
2025-08-14,LATAM,27379.25,601,4.8
2025-01-06,APAC,60760.0,1305,17.4
2024-02-29,LATAM,22130.9,559,5.6
2025-03-21,APAC,76984.03,1810,8.4
2025-02-22,LATAM,20563.31,478,5.7
2024-07-09,APAC,45953.43,929,6.0
2025-06-15,LATAM,22142.35,426,3.5
2025-12-06,EMEA,67156.11,1699,6.1
2025-05-08,North America,144773.95,3023,3.8
2025-11-03,EMEA,71844.28,1530,8.2
2024-01-31,North America,80474.8,1730,2.0
2025-01-12,EMEA,50769.23,1006,2.5
2025-07-23,LATAM,25107.89,622,3.2
2025-01-24,APAC,67046.52,1398,4.1
2024-08-08,APAC,45835.43,938,3.6
2025-10-02,North America,145970.46,3804,4.4
2024-01-13,North America,57934.09,1513,3.5
2024-12-02,North America,107895.31,2158,3.1
2024-01-14,LATAM,14679.53,295,4.9
2025-02-02,APAC,55876.44,1330,11.7
2025-08-22,LATAM,25502.43,500,4.8
2025-10-15,EMEA,70213.06,1763,5.8
2024-02-18,LATAM,17608.76,370,2.5
2024-12-29,APAC,53466.82,1087,5.1
2024-05-31,LATAM,21725.15,474,4.9
2024-05-16,North America,100771.6,2048,6.1
2024-04-05,LATAM,24394.95,519,4.6
2024-04-26,North America,95040.39,2225,5.3
2025-05-25,APAC,,1596,3.5
2024-12-26,North America,113176.57,2521,1.8
2024-12-22,APAC,46695.66,942,8.4
2025-11-16,EMEA,57029.0,1258,6.1
2025-12-13,North America,141366.72,2913,12.5
2025-11-17,APAC,81182.76,1915,1.8
2024-05-18,EMEA,43886.3,1042,10.0
2024-06-05,APAC,44614.74,1127,2.1
2024-11-21,EMEA,61244.53,1492,5.0
2024-12-06,EMEA,58814.89,1272,3.2
2025-07-07,EMEA,72160.89,1767,3.1
2024-11-04,North America,101415.25,1957,7.0
2025-03-27,North America,132836.82,3350,10.4
2024-09-05,LATAM,21631.59,480,7.2
2025-07-25,LATAM,26970.69,688,3.1
2024-08-25,EMEA,38308.73,962,1.2
2025-11-30,APAC,69739.54,1554,11.2
2025-04-28,LATAM,29166.19,568,7.1
2025-07-01,North America,143151.07,3486,8.4
2024-12-18,North America,112863.77,2884,1.2
2025-10-09,EMEA,74458.92,1625,3.5
2025-03-10,APAC,68280.24,1666,1.3
2024-09-09,EMEA,46927.11,977,5.4
2024-09-26,APAC,46534.25,1016,1.4
2025-08-19,APAC,73006.36,1811,1.1
2024-11-23,EMEA,46686.17,1177,14.8
2025-12-03,North America,159079.65,3975,12.0
2024-04-09,EMEA,52907.2,1153,4.8
2024-11-24,EMEA,45998.73,976,2.4
2024-01-29,LATAM,19504.39,413,8.7
2025-04-16,North America,145934.83,3609,3.7
2025-05-24,APAC,66799.66,1466,5.3
2025-08-18,EMEA,71698.83,1833,13.8
2024-03-17,APAC,31332.23,696,5.1
2025-08-13,EMEA,64699.47,1499,1.8
2024-09-25,North America,93908.63,2057,6.1
2024-04-03,North America,96183.51,2321,3.3
2025-11-17,North America,151155.27,3927,4.1
2024-10-22,LATAM,21046.35,467,3.7
2025-03-08,North America,114876.96,2477,3.3
2024-03-18,North America,98282.22,2249,1.4
2025-12-28,EMEA,65844.7,1477,6.4
2025-07-07,North America,147689.36,3078,1.8
2025-10-30,North America,144303.98,3390,2.2
2025-01-09,LATAM,24918.24,486,6.9
2025-08-15,EMEA,66575.25,1301,19.3
2024-07-20,North America,72537.8,1399,1.6
2024-04-21,APAC,36963.29,777,7.2
2025-12-12,LATAM,27174.68,593,2.1
2024-11-15,LATAM,21522.6,484,1.7
2024-12-12,North America,112786.91,2636,8.3
2025-12-01,LATAM,28617.43,728,3.1
2025-04-10,APAC,74297.51,1948,6.8
2024-07-01,EMEA,54263.9,1398,11.1
2025-01-09,EMEA,58287.18,1145,4.6
2024-05-04,North America,78012.62,1571,8.6
2025-05-08,LATAM,30235.15,600,7.6
2025-07-24,APAC,71415.66,1475,7.9
2025-08-01,EMEA,68516.41,1468,1.6
2024-10-30,North America,103410.16,2640,4.1
2024-09-03,APAC,42463.15,1049,7.3
2024-11-16,North America,85511.13,1837,6.4
2025-09-25,APAC,74422.78,1953,6.9
2024-02-28,North America,91047.12,1977,3.0
2024-12-23,EMEA,62764.23,1639,8.8
2024-07-29,North America,100989.1,2369,8.8
2024-06-21,EMEA,51369.33,1026,4.0
2024-10-21,LATAM,19136.44,489,4.8
2024-06-09,LATAM,16223.97,412,10.4
2024-11-26,EMEA,57962.7,1313,9.4
2024-08-08,North America,93782.97,2266,10.9
2025-05-02,EMEA,76442.59,1910,4.8
2024-03-06,North America,83213.87,1702,17.9
2024-08-14,LATAM,18697.47,472,9.1
2025-09-30,North America,139272.63,3133,8.5
2024-09-27,APAC,49467.16,1159,8.1
2025-05-09,LATAM,28043.91,690,5.8
2025-08-16,EMEA,56838.4,1168,16.6
2024-11-02,APAC,44261.99,1020,6.7
2025-04-14,EMEA,69870.89,1404,2.4
2025-08-02,LATAM,,418,6.5
2024-05-20,LATAM,24525.31,512,5.4
2025-12-03,LATAM,27751.6,542,10.7
2025-08-18,LATAM,26446.1,670,9.8
2024-07-04,APAC,46786.33,1165,5.1
2025-10-18,APAC,68537.6,1651,8.9
2024-06-13,EMEA,57368.33,1376,4.4
2024-01-23,APAC,37527.38,925,8.3
2025-03-27,LATAM,29320.96,647,2.3
2024-09-07,EMEA,35409.2,898,2.3
2024-12-19,North America,110860.43,2471,5.2
2025-03-08,LATAM,21809.62,439,9.4
2025-02-03,EMEA,68962.08,1584,2.9
2024-03-11,North America,88210.22,1937,9.7
2025-05-21,APAC,76042.77,1534,12.5
2025-09-09,APAC,76349.56,1499,9.3
2024-11-26,LATAM,21565.1,502,1.5
2024-01-29,EMEA,46594.9,1056,3.9
2025-10-03,EMEA,69766.91,1461,1.0
2024-07-14,North America,77682.03,1951,8.3
2025-04-15,APAC,75498.53,1663,8.9
2024-11-25,North America,110293.64,2663,2.5
2025-03-27,EMEA,76195.06,1591,10.8
2025-05-09,APAC,74336.56,1612,7.4
2024-05-11,LATAM,17463.79,416,5.7
2025-04-14,APAC,72040.2,1681,10.9
2024-12-28,APAC,53696.74,1179,2.9
2024-07-10,LATAM,19221.05,483,7.2
2025-01-14,EMEA,,1269,5.4
2025-06-19,EMEA,77959.12,1557,6.3
2024-10-26,APAC,42534.36,1032,6.7
2024-04-22,APAC,49150.72,1068,5.6
2025-01-13,APAC,64568.83,1390,1.2
2024-12-17,EMEA,58246.28,1216,6.1
2024-10-20,EMEA,39381.7,869,8.2
2024-06-18,LATAM,21852.84,482,14.3
2025-03-13,North America,139031.87,2815,1.6
2025-01-19,North America,98959.52,2561,8.9
2024-09-10,LATAM,19338.41,391,3.8
2025-09-01,APAC,75378.65,1958,10.1
2024-03-15,LATAM,23800.4,463,6.9
2025-03-24,LATAM,29885.41,631,6.7
2024-03-31,EMEA,48196.72,1055,4.4
2024-08-16,North America,90701.08,2385,3.6
2024-01-01,EMEA,39669.07,791,3.3
2024-07-02,APAC,47847.24,1249,1.9
2025-11-13,EMEA,71913.51,1407,11.8
2025-01-16,EMEA,65862.7,1315,9.6
2024-10-20,LATAM,14041.29,344,6.7
2024-01-30,APAC,35856.76,869,3.0
2025-11-21,APAC,80608.94,1902,2.7
2025-06-04,North America,143461.22,3541,8.0
2025-09-18,EMEA,67655.06,1662,4.5
2024-07-03,North America,96960.64,1931,6.3
2025-12-05,EMEA,79215.45,1789,5.1
2024-04-04,LATAM,23384.2,521,3.1
2025-09-10,EMEA,67029.76,1469,11.4
2024-07-01,APAC,48299.75,1146,2.2
2024-02-17,APAC,29646.42,779,4.8
2025-11-21,North America,149168.73,3643,6.0
2024-11-15,EMEA,55067.08,1205,9.5
2024-08-11,EMEA,36514.0,908,5.7
2024-08-01,EMEA,51775.36,1357,0.8
2025-07-26,EMEA,,1383,7.2
2024-03-18,EMEA,52016.98,1107,4.9
2025-12-07,LATAM,22857.28,493,7.4
2025-11-12,North America,151344.07,3632,5.0
2025-03-15,EMEA,57619.02,1178,12.6
2025-12-29,APAC,87731.25,1955,4.8
2024-12-08,EMEA,42976.76,1111,6.7
2024-10-28,North America,99882.24,2458,6.4
2025-12-15,LATAM,28228.86,586,2.2
2025-03-26,LATAM,27510.33,592,2.6
2025-01-31,APAC,63854.63,1317,7.0
2025-05-05,EMEA,73416.03,1779,5.9
2024-09-06,LATAM,16769.5,422,10.8
2025-02-09,LATAM,20661.49,420,4.0
2024-07-19,North America,100370.42,2453,4.4
2025-04-03,APAC,73298.26,1600,1.2
2025-11-16,EMEA,57029.0,1258,6.1
2025-05-16,LATAM,27343.73,539,4.2
2024-09-11,EMEA,46447.94,1110,3.1
2024-06-27,LATAM,22518.64,466,13.5
2024-12-01,LATAM,17404.66,355,12.8
2025-02-16,APAC,61233.76,1232,5.2
2024-09-29,LATAM,15165.47,358,5.3
2025-05-06,North America,148398.38,3666,1.9
2024-10-22,EMEA,57481.84,1194,6.6
2025-12-10,EMEA,75543.2,1862,1.1
2025-08-20,APAC,73024.33,1794,3.0
2025-10-02,EMEA,69995.79,1728,3.5
2025-02-09,APAC,61969.14,1581,12.9
2025-08-25,North America,140855.65,3083,4.6
2025-12-28,APAC,74915.13,1656,12.1
2024-10-01,APAC,45915.13,911,13.1
2025-01-11,APAC,53667.26,1126,7.6
2025-06-29,APAC,62485.57,1254,6.0
2025-11-13,LATAM,27574.36,675,4.9
2025-12-14,APAC,77987.52,1734,8.7
2025-02-28,LATAM,28542.31,662,4.7
2025-09-12,North America,135283.55,2634,2.2
2024-02-18,APAC,31071.1,747,6.0
2024-05-19,APAC,35045.01,725,2.0
2024-07-08,EMEA,52827.65,1382,9.8
2024-07-20,LATAM,17877.36,409,1.6
2025-10-03,North America,139189.68,2785,4.1
2025-07-18,North America,141294.12,3168,2.9
2025-07-09,EMEA,75368.73,1510,1.5
2025-05-02,LATAM,29065.82,628,2.8
2025-01-14,North America,122359.24,2853,3.9
2025-04-02,North America,141864.68,2892,15.1
2025-03-05,APAC,68486.72,1488,7.4
2025-01-24,North America,127104.04,2759,4.9
2025-11-28,EMEA,76729.37,1730,3.7
2025-05-01,North America,148682.88,3767,12.5
2025-02-27,APAC,67794.54,1378,13.6
2024-09-13,North America,97189.95,2271,4.2
2024-11-22,EMEA,59342.26,1503,4.9
2025-12-31,LATAM,30269.83,670,2.2
2025-03-24,North America,150050.84,3115,11.0
2024-09-02,APAC,47006.28,989,4.2
2024-04-02,APAC,49495.05,978,4.7
2025-11-23,APAC,71879.14,1566,11.1
2025-10-29,EMEA,73110.03,1809,14.3
2024-05-22,North America,105336.25,2600,6.4
2024-02-26,EMEA,49565.1,1110,6.3
2024-11-18,North America,109257.84,2351,1.4
2024-02-10,APAC,28251.85,578,4.6
2025-09-22,LATAM,24793.31,500,4.5
2024-01-17,EMEA,47583.06,1126,1.8
2025-12-04,North America,165349.84,3871,4.4
2024-02-04,LATAM,14787.26,285,12.5
2025-10-23,APAC,80197.45,1945,1.5
2024-05-14,EMEA,56375.83,1288,6.5
2024-01-02,EMEA,47089.55,1154,5.8
2025-03-13,EMEA,72169.09,1417,1.2
2025-09-24,LATAM,22877.04,477,6.2
2024-12-15,LATAM,17953.53,455,11.6
2025-04-06,LATAM,25121.65,613,6.1
2025-09-06,North America,117299.96,2686,5.6
2025-07-21,EMEA,67959.56,1547,5.7
2025-04-05,North America,117730.94,2347,9.5
2025-06-16,LATAM,28749.77,608,1.1
2024-12-21,North America,95024.68,2396,7.5
2025-03-01,EMEA,63068.68,1632,8.2
2025-01-17,North America,128586.37,3053,3.3
2025-08-01,LATAM,24995.55,580,7.8
2024-06-15,LATAM,19871.34,452,6.5
2025-03-25,North America,143697.31,3565,11.4
2024-01-04,APAC,34422.71,783,1.3
2024-08-24,APAC,37648.05,746,2.5
2024-03-14,APAC,41419.63,836,5.6
2024-10-03,North America,95081.3,2230,4.4
2025-10-14,LATAM,26250.23,545,4.0
2025-02-27,North America,,2710,4.6
2025-10-30,APAC,77894.76,2030,0.9
2025-10-13,LATAM,24885.24,619,3.7
2024-02-15,LATAM,20488.35,457,3.6
2024-05-19,North America,77533.06,1643,8.3
2024-02-05,APAC,39360.56,1011,8.3
2025-02-10,North America,127482.49,2789,3.1
2024-05-14,North America,95828.07,1967,2.5
2024-02-06,North America,79725.59,1782,4.7
2025-05-06,APAC,76101.51,1904,3.3
2025-04-18,North America,142354.56,2838,7.4
2024-06-28,EMEA,57738.96,1124,2.0
2025-08-31,LATAM,21845.73,511,6.9
2025-01-25,North America,117030.11,2923,5.3
2024-11-12,APAC,52527.56,1044,0.5
2025-05-14,APAC,78432.26,2051,8.3
2025-10-29,LATAM,,482,6.3
2024-05-12,North America,77809.31,1501,8.6
2025-06-27,LATAM,28181.53,681,3.7
2024-06-03,APAC,48156.74,986,4.4
2024-12-11,EMEA,53815.75,1184,14.9
2024-05-26,LATAM,16726.08,405,0.2
2025-06-27,North America,138188.6,2841,5.3
2025-08-11,North America,142867.52,2906,8.3
2024-02-20,EMEA,53769.79,1284,8.9
2024-08-25,North America,,1524,2.7
2024-04-30,EMEA,58411.3,1244,4.8
2025-08-08,North America,137442.13,2796,4.6
2024-02-17,LATAM,16910.15,405,3.6
2025-05-20,APAC,75091.85,1586,1.7
2025-10-23,North America,150553.23,3771,7.2
2025-04-30,North America,147784.8,3398,3.5
2024-04-22,North America,90338.54,1950,6.7
2024-03-05,LATAM,21910.99,522,14.6
2025-07-08,North America,144959.08,3115,4.8
2025-06-16,APAC,73834.36,1788,1.3
2025-04-23,EMEA,78171.91,1515,6.9
2025-03-09,LATAM,22100.68,557,5.6
2024-04-18,APAC,47799.22,1164,11.5
2024-03-15,EMEA,,1216,9.9
2025-04-24,North America,138508.74,3116,11.5
2025-07-28,EMEA,70510.25,1650,3.4
2025-12-26,North America,166081.19,3428,5.4
2024-12-07,APAC,41154.53,1023,4.4
2024-10-31,North America,103866.54,2620,1.6
2024-11-23,APAC,46474.0,1089,6.8
2025-02-17,APAC,69279.63,1683,1.9
2024-08-20,North America,93800.17,2409,9.8
2025-10-16,EMEA,69244.71,1774,2.7
2024-10-16,North America,96975.02,2345,5.8
2025-11-16,LATAM,20952.96,466,7.9
2025-05-17,North America,131789.51,3257,12.6
2025-04-17,North America,146028.12,3096,3.9
2024-06-19,North America,100679.12,2517,1.5
2025-03-16,EMEA,60719.26,1288,7.9
2024-09-09,North America,87805.89,1735,4.0
2025-02-22,APAC,59569.31,1505,3.0
2024-07-24,EMEA,49449.16,1120,9.5
2025-10-04,APAC,68374.24,1741,3.8
2025-11-08,North America,125865.52,3009,5.7
2025-05-15,EMEA,73697.32,1839,5.8
2025-08-22,APAC,74093.82,1818,4.0
2025-06-15,EMEA,65637.68,1586,16.2
2024-01-11,North America,73004.33,1845,7.1
2024-11-20,LATAM,20130.91,515,17.1
2025-03-23,LATAM,24091.42,537,9.4
2025-08-26,North America,142142.68,3648,10.1
2025-08-12,EMEA,66253.6,1380,2.4
2025-03-18,APAC,71608.22,1469,4.9
2025-12-20,North America,138202.75,2679,7.7
2025-03-18,North America,143087.58,2830,2.3
2025-08-28,EMEA,68364.23,1543,0.5
2025-10-16,LATAM,26713.58,659,6.9
2024-06-24,EMEA,54412.13,1179,11.1
2025-04-27,North America,116414.23,2957,1.6
2024-11-17,APAC,44408.87,870,3.4
2024-01-19,APAC,33536.18,752,10.3
2024-04-28,LATAM,18739.81,388,8.0
2025-02-16,EMEA,56629.39,1221,5.1
2025-10-21,North America,148787.83,3494,11.9
2025-09-02,North America,137777.78,2912,2.7
2025-09-07,APAC,64294.11,1494,5.2
2024-12-26,LATAM,25712.32,579,18.5
2024-01-08,LATAM,21425.07,449,2.7
2025-09-21,LATAM,,466,11.1
2024-08-11,LATAM,14162.79,349,15.1
2025-06-22,LATAM,23195.98,564,5.6
2024-12-14,EMEA,47563.81,1145,6.3
2024-10-18,LATAM,21882.31,478,3.4
2024-04-11,LATAM,22658.02,521,4.3
2024-06-01,North America,76894.55,1645,12.1
2025-09-08,LATAM,26253.43,574,5.3
2025-10-24,LATAM,,584,11.2
2024-09-21,EMEA,35289.87,913,1.4
2024-06-10,APAC,47266.62,922,10.3
2024-12-30,LATAM,,602,11.0
2025-03-23,North America,116795.91,2690,11.8
2025-09-27,APAC,66533.96,1617,1.3
2025-08-31,APAC,63584.97,1610,6.3
2024-04-10,APAC,48565.02,1088,2.9
2024-05-30,North America,88453.65,2235,4.1
2025-11-30,North America,134643.37,2953,5.4
2025-07-05,North America,117937.07,2444,1.3
2024-03-23,LATAM,16737.48,327,2.2
2025-07-25,APAC,74924.55,1530,5.5
2025-12-05,LATAM,26693.62,541,5.4
2025-11-24,APAC,82874.74,1762,1.8
2025-10-19,North America,,2868,12.2
2024-08-06,APAC,46049.97,1164,5.0
2025-05-11,APAC,67009.66,1552,10.6
2024-03-27,APAC,44968.85,1100,4.6
2025-09-08,APAC,73973.18,1427,10.6
2024-01-11,EMEA,45839.38,1019,2.8
2024-06-15,APAC,37311.63,974,4.4
2025-03-14,EMEA,76449.07,1866,5.6
2025-09-27,North America,125342.94,3041,6.3
2024-08-28,North America,89681.88,1999,5.8
2025-12-11,EMEA,81447.3,1845,10.4
2024-01-21,APAC,31679.76,831,3.0
2024-05-29,LATAM,23485.08,461,3.2
2025-10-31,EMEA,,1451,1.9
2025-04-06,North America,127352.06,2842,0.8
2024-05-05,EMEA,46273.36,1073,4.1
2024-04-22,LATAM,24866.26,561,6.4
2025-03-21,LATAM,29402.25,593,10.2
2025-04-09,APAC,72557.86,1589,1.7
2025-08-29,North America,140072.31,3343,4.6
2025-07-03,APAC,,1723,4.6
2024-11-24,North America,91539.84,1865,5.0
2024-07-17,EMEA,52978.35,1074,5.8
2025-09-20,EMEA,,1462,4.9
2025-02-13,EMEA,71706.25,1394,7.4
2025-05-30,LATAM,28420.88,638,1.7
2024-10-05,APAC,40003.49,924,8.5
2024-08-08,LATAM,21560.39,437,3.9
2025-04-12,North America,124573.35,3248,4.0
2025-06-19,LATAM,27004.12,690,6.5
2025-04-15,North America,148457.45,3460,3.6
2025-07-22,North America,139313.27,3583,7.0
2025-06-23,LATAM,26731.87,606,3.8
2024-01-14,EMEA,32319.22,686,4.5
2025-12-22,LATAM,28688.82,755,5.8
2025-02-01,LATAM,20943.05,411,2.9
2025-10-18,EMEA,58532.11,1523,5.3
2025-06-20,EMEA,76360.92,1711,3.9
2024-08-24,North America,75099.47,1866,4.5
2025-01-01,LATAM,24801.59,633,5.0
2024-07-22,APAC,45907.3,1007,3.2
2024-07-19,APAC,44442.64,1169,2.0
2024-06-29,LATAM,18374.77,401,12.6
2024-01-19,LATAM,18753.95,410,4.3
2025-02-08,North America,110352.47,2570,4.8
2024-05-11,APAC,38261.3,840,9.6
2025-12-28,North America,143014.49,3408,2.3
2025-04-27,EMEA,67342.27,1484,4.2
2025-05-28,North America,145590.71,3043,6.1
2024-08-09,LATAM,19522.67,380,7.3
2025-12-17,APAC,82720.44,1632,5.6
2025-07-08,LATAM,28500.92,745,4.9
2025-11-24,EMEA,75981.42,1648,7.6
2025-01-13,LATAM,26719.75,598,4.2
2025-09-03,APAC,76598.38,1880,7.4
2025-10-20,APAC,78640.26,1587,15.3
2025-10-07,LATAM,23428.72,533,2.7
2024-03-18,APAC,40538.75,866,1.2
2024-04-26,APAC,48868.49,1146,2.5
2025-08-21,APAC,76534.7,1564,1.9
2024-01-10,APAC,34468.5,759,7.7
2025-05-13,LATAM,,601,4.5
2024-08-20,LATAM,21982.88,538,6.8
2024-03-04,LATAM,25363.25,592,3.2
2024-06-07,LATAM,22269.62,457,9.8
2024-05-18,APAC,,822,11.2
2024-03-12,APAC,47909.66,1237,1.8
2025-03-20,APAC,,1406,5.8
2024-03-21,North America,98525.74,2174,1.8
2025-10-01,North America,142570.45,3318,6.2
2024-06-02,EMEA,46606.32,1156,0.8
2025-08-20,North America,144483.54,3757,6.4
2024-02-12,EMEA,56287.45,1351,0.5
2025-05-24,North America,122515.14,2546,3.2
2025-11-18,North America,150499.36,3630,4.6
2024-05-27,North America,104928.58,2418,5.7
2025-05-02,APAC,74110.72,1475,2.1
2024-12-02,LATAM,23805.93,608,3.9
2024-01-22,APAC,35938.79,828,4.1
2024-12-25,EMEA,63562.07,1264,2.0
2024-02-25,EMEA,37589.61,784,8.1
2024-05-28,North America,101369.81,2273,7.3
2025-08-10,North America,121123.78,2985,4.4
2024-01-27,EMEA,35269.88,846,5.6
2025-11-11,EMEA,70783.2,1579,2.2
2025-05-22,North America,139688.32,3246,2.9
2024-02-21,APAC,38289.49,832,3.9
2024-05-15,EMEA,56152.89,1445,6.5
2024-03-13,APAC,45820.31,1115,1.5
2024-03-06,LATAM,22877.59,567,11.0
2025-10-08,North America,144783.84,3080,0.7
2025-07-02,LATAM,25678.81,578,5.3
2025-10-03,APAC,77164.36,1551,5.3
2024-09-26,North America,98431.65,2313,6.4
2025-02-04,APAC,64473.07,1289,9.2
2024-03-12,LATAM,20329.7,454,2.1
2024-11-29,North America,101578.1,2293,5.4
2025-01-31,EMEA,67805.18,1627,4.2
2025-11-21,LATAM,27228.24,657,11.6
2024-02-23,EMEA,54432.24,1053,4.1
2024-04-10,LATAM,27287.06,530,1.4
2024-06-27,EMEA,55356.36,1402,10.7
2025-05-22,EMEA,80271.62,1994,3.3
2024-10-27,EMEA,41714.64,1043,2.1
2024-03-31,APAC,40509.99,831,6.1
2024-07-20,APAC,34328.25,841,9.0
2025-02-15,LATAM,22969.75,468,10.2
2024-09-27,North America,99041.68,1908,2.2
2024-03-19,EMEA,53870.13,1113,16.8
2024-09-21,North America,72863.78,1551,9.3
2025-12-27,EMEA,73742.37,1930,8.3
2024-08-16,EMEA,51201.61,1141,2.0
2024-03-28,North America,96173.27,2334,6.7
2025-10-28,North America,150050.85,3152,2.1
2024-09-14,North America,69884.63,1706,8.0
2024-01-30,EMEA,53834.38,1045,3.7
2024-07-14,APAC,39931.53,857,10.8
2025-07-15,EMEA,70817.96,1564,4.0
2024-08-13,EMEA,53256.81,1288,15.4
2024-01-06,EMEA,30763.15,788,12.2
2025-05-11,North America,125419.7,3240,2.6
2025-03-20,EMEA,75031.68,1794,2.4
2024-02-02,EMEA,47866.47,1033,3.0
2024-08-22,North America,98484.54,2453,11.9
2024-08-07,APAC,43678.65,977,4.6
2024-06-11,North America,92634.23,2316,3.8
2025-10-30,EMEA,74770.8,1518,3.2
2024-01-18,LATAM,20534.8,418,4.1
2025-09-19,North America,142366.62,3096,2.6
2025-11-06,North America,148486.39,3721,7.4
2024-11-27,LATAM,19101.77,398,10.3
2025-10-27,North America,148521.99,3773,1.0
2024-05-31,EMEA,52587.02,1229,4.9
2025-03-20,LATAM,29891.06,637,6.3
2024-08-10,EMEA,38981.41,931,4.0
2024-09-24,LATAM,19894.13,470,4.5
2025-12-03,EMEA,78801.92,1588,3.4
2024-07-23,APAC,46987.33,969,9.4
2025-03-17,LATAM,,699,2.3
2025-12-14,North America,141913.21,3081,10.5
2024-05-03,North America,97544.47,1987,8.9
2025-01-05,APAC,50156.21,994,1.6
